Form Name,Form Created,Form Submitted,County,GPS Latitude,GPS Longitude,GPS Accuracy,Kenya Questionnaire,Kenya Multi Sector Mapping Project,In What Year Did This Establishment Begin Operations?,Is the Outlet Regulated?,If Yes by who?,What Services are Offered at this Establishment: Member Recruitment,What Services are Offered at this Establishment: Cash-In,What Services are Offered at this Establishment: Cash-Out,What Services are Offered at this Establishment: Account Opening,Type of SACCO Products Offered: Savings Products,Type of SACCO Products Offered: Loan Products,Type of SACCO Products Offered: Remittance,Type of SACCO Products Offered: Insurance Products,Have You Ever Experienced Cases of Fraud?,"If Experienced Cases of Fraud, Please Specify"
SACCO,2015/05/21 11:22:08 AM,2015/05/21 11:27:37 AM,MAKUENI,-2.07883,37.47006,10,Financial,Savings and Credit Co-operative (SACCO),2009/11/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/21 10:56:21 AM,2015/05/21 11:27:59 AM,KERICHO,-0.40452,35.22835,7,Financial,Savings and Credit Co-operative (SACCO),1980/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/08 02:30:28 PM,2015/05/21 11:51:10 AM,KAKAMEGA,0.33534,34.48736,7,Financial,Savings and Credit Co-operative (SACCO),2013/10/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Impersonation
SACCO,2015/05/20 11:56:26 AM,2015/05/21 12:02:16 PM,MAKUENI,-1.80246,37.41107,6,Financial,Savings and Credit Co-operative (SACCO),2015/05/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/20 01:46:53 PM,2015/05/21 01:25:37 PM,KIRINYAGA,-0.49925,37.27792,7,Financial,Savings and Credit Co-operative (SACCO),1984/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/21 01:31:29 PM,2015/05/21 01:36:05 PM,MAKUENI,-1.99917,37.41766,7,Financial,Savings and Credit Co-operative (SACCO),2010/05/21,Yes,SASRA,Yes,Yes,Yes,No,No,Yes,No,No,No,
SACCO,2015/05/21 01:47:23 PM,2015/05/21 01:52:07 PM,MAKUENI,-1.65981,37.44843,4,Financial,Savings and Credit Co-operative (SACCO),2010/07/23,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/21 01:58:22 PM,2015/05/21 02:23:59 PM,MAKUENI,-1.9986,37.41931,6,Financial,Savings and Credit Co-operative (SACCO),2010/05/25,Yes,SASRA,No,No,No,No,No,Yes,No,No,Yes,Customer Impersonation
SACCO,2015/05/21 02:55:24 PM,2015/05/21 03:01:30 PM,NYAMIRA,-0.76413,35.01254,6,Financial,Savings and Credit Co-operative (SACCO),2015/01/12,Yes,SASRA,Yes,Yes,No,No,Yes,Yes,No,No,No,
SACCO,2015/05/21 04:04:26 PM,2015/05/21 04:20:09 PM,KIRINYAGA,-0.49488,37.35083,6,Financial,Savings and Credit Co-operative (SACCO),1998/10/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Other
SACCO,2015/05/06 03:02:09 PM,2015/05/22 09:00:54 AM,KIRINYAGA,-0.68075,37.35219,18,Financial,Savings and Credit Co-operative (SACCO),2014/09/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Fake SMS
SACCO,2015/05/22 11:00:15 AM,2015/05/22 11:10:09 AM,NANDI,0.31849,35.16954,4,Financial,Savings and Credit Co-operative (SACCO),2013/09/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/22 11:27:51 AM,2015/05/22 11:30:25 AM,KERICHO,-0.4453,35.14483,8,Financial,Savings and Credit Co-operative (SACCO),2006/03/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/22 01:27:09 PM,2015/05/22 01:32:44 PM,LAIKIPIA,0.39993,37.16671,5,Financial,Savings and Credit Co-operative (SACCO),2009/11/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/22 01:43:27 PM,2015/05/22 01:48:51 PM,KIRINYAGA,-0.48334,37.42029,10,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/22 01:52:38 PM,2015/05/22 02:17:39 PM,KIRINYAGA,-0.46829,37.39029,12,Financial,Savings and Credit Co-operative (SACCO),1998/10/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/22 02:42:20 PM,2015/05/22 02:51:10 PM,NYAMIRA,-0.82796,35.02575,8,Financial,Savings and Credit Co-operative (SACCO),2000/01/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/22 03:52:46 PM,2015/05/22 04:10:36 PM,BARINGO,0.04983,35.72507,15,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/22 10:37:39 AM,2015/05/23 07:18:42 AM,MACHAKOS,-1.14847,37.54694,9,Financial,Savings and Credit Co-operative (SACCO),2012/03/22,Yes,SASRA,Yes,No,No,Yes,No,Yes,No,Yes,No,
SACCO,2015/05/22 01:47:24 PM,2015/05/23 09:32:05 AM,BARINGO,0.05208,35.72761,6,Financial,Savings and Credit Co-operative (SACCO),1976/08/31,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Direct Handset Fraud
SACCO,2015/05/23 09:33:10 AM,2015/05/23 10:04:38 AM,NAKURU,-0.28557,36.06298,12,Financial,Savings and Credit Co-operative (SACCO),2014/10/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Direct Handset Fraud
SACCO,2015/05/25 09:12:36 AM,2015/05/25 10:01:11 AM,BARINGO,0.30849,36.22811,11,Financial,Savings and Credit Co-operative (SACCO),2009/12/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Robbery
SACCO,2015/05/25 10:13:54 AM,2015/05/25 10:25:35 AM,LAMU,-2.38833,40.43648,4,Financial,Savings and Credit Co-operative (SACCO),1977/02/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/25 11:08:22 AM,2015/05/25 11:11:37 AM,KIRINYAGA,-0.49676,37.28401,10,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/25 11:06:47 AM,2015/05/25 11:13:48 AM,MAKUENI,-2.07766,37.46266,5,Financial,Savings and Credit Co-operative (SACCO),2005/01/22,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/25 11:17:59 AM,2015/05/25 11:20:25 AM,KIRINYAGA,-0.50312,37.27783,14,Financial,Savings and Credit Co-operative (SACCO),1993/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/25 02:02:36 PM,2015/05/25 02:09:38 PM,BOMET,-0.74208,35.36434,14,Financial,Savings and Credit Co-operative (SACCO),2013/05/24,Yes,SASRA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,
SACCO,2015/05/26 08:25:47 AM,2015/05/26 08:28:13 AM,ISIOLO,1.06957,38.66826,14,Financial,Savings and Credit Co-operative (SACCO),2015/05/26,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/26 09:44:30 AM,2015/05/26 09:48:46 AM,HOMA BAY,-0.82514,34.38568,7,Financial,Savings and Credit Co-operative (SACCO),2014/05/15,Yes,SASRA,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/26 09:43:05 AM,2015/05/26 09:51:14 AM,MIGORI,-0.96698,34.28873,6,Financial,Savings and Credit Co-operative (SACCO),2005/01/19,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Members Failing to pay loans promptly
SACCO,2015/05/26 11:24:47 AM,2015/05/26 11:37:03 AM,MERU,-0.06602,37.66184,8,Financial,Savings and Credit Co-operative (SACCO),1991/02/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/22 11:33:51 AM,2015/05/26 12:35:05 PM,BOMET,-0.75119,35.21464,15,Financial,Savings and Credit Co-operative (SACCO),2014/01/22,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/26 02:55:56 PM,2015/05/26 02:59:31 PM,ELGEYO MARAKWET,1.27284,35.62928,9,Financial,Savings and Credit Co-operative (SACCO),2013/01/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/27 09:22:59 AM,2015/05/27 10:02:20 AM,BARINGO,0.7023,35.6999,4,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/27 10:09:48 AM,2015/05/27 10:12:38 AM,KERICHO,-0.22779,35.156,6,Financial,Savings and Credit Co-operative (SACCO),2009/04/27,Yes,SASRA,Yes,Yes,No,No,Yes,Yes,Yes,No,No,
SACCO,2015/05/15 08:38:47 AM,2015/05/27 11:05:00 AM,BOMET,-0.74544,35.21441,7,Financial,Savings and Credit Co-operative (SACCO),2013/01/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/27 12:32:07 PM,2015/05/27 12:39:29 PM,KERICHO,-0.16624,35.59164,7,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/27 02:25:38 PM,2015/05/27 02:34:57 PM,ELGEYO MARAKWET,1.03955,35.3208,14,Financial,Savings and Credit Co-operative (SACCO),1993/02/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/25 03:36:54 PM,2015/05/27 03:38:12 PM,HOMA BAY,-0.42207,34.20645,13,Financial,Savings and Credit Co-operative (SACCO),1999/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/27 03:31:08 PM,2015/05/27 03:39:09 PM,HOMA BAY,-0.42285,34.20692,12,Financial,Savings and Credit Co-operative (SACCO),2005/05/27,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/28 09:13:25 AM,2015/05/28 09:23:00 AM,KIRINYAGA,-0.50154,37.28065,7,Financial,Savings and Credit Co-operative (SACCO),2008/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/28 09:48:17 AM,2015/05/28 09:54:20 AM,TANA RIVER,-2.26943,40.11038,4,Financial,Savings and Credit Co-operative (SACCO),2015/05/25,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/27 07:56:14 AM,2015/05/28 09:59:29 AM,BOMET,-0.75081,35.2148,6,Financial,Savings and Credit Co-operative (SACCO),2014/02/24,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/28 09:01:54 AM,2015/05/28 10:24:46 AM,SAMBURU,1.09638,36.70136,4,Financial,Savings and Credit Co-operative (SACCO),2012/06/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/28 11:25:47 AM,2015/05/28 11:28:18 AM,HOMA BAY,-0.43505,34.20727,8,Financial,Savings and Credit Co-operative (SACCO),2014/04/01,Yes,CBK,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/21 11:47:24 AM,2015/05/28 12:50:46 PM,NYANDARUA,-0.73744,36.612,9,Financial,Savings and Credit Co-operative (SACCO),2012/03/01,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/29 09:00:33 AM,2015/05/29 09:07:51 AM,KERICHO,-0.37291,35.28141,15,Financial,Savings and Credit Co-operative (SACCO),2008/05/27,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/28 01:58:04 PM,2015/05/29 09:42:33 AM,SAMBURU,1.09334,36.70133,4,Financial,Savings and Credit Co-operative (SACCO),2014/01/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/05/29 10:18:23 AM,2015/05/29 10:54:05 AM,KIRINYAGA,-0.48014,37.17745,5,Financial,Savings and Credit Co-operative (SACCO),2011/10/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/05/29 09:44:42 AM,2015/05/29 11:34:04 AM,SAMBURU,1.09844,36.70039,5,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/29 11:32:49 AM,2015/05/29 11:49:52 AM,KERICHO,-0.51174,35.17138,11,Financial,Savings and Credit Co-operative (SACCO),2014/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 12:51:43 PM,2015/05/29 01:11:10 PM,KIRINYAGA,-0.48018,37.17707,5,Financial,Savings and Credit Co-operative (SACCO),1984/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 11:53:21 AM,2015/05/29 01:25:54 PM,SAMBURU,1.09839,36.70035,6,Financial,Savings and Credit Co-operative (SACCO),1987/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Direct Handset Fraud
SACCO,2015/05/29 01:28:54 PM,2015/05/29 01:46:33 PM,KIRINYAGA,-0.47342,37.23732,5,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 12:30:46 PM,2015/05/29 02:03:30 PM,KIRINYAGA,-0.49565,37.35118,6,Financial,Savings and Credit Co-operative (SACCO),2015/04/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 02:02:18 PM,2015/05/29 02:09:05 PM,NAROK,-1.08733,35.87199,8,Financial,Savings and Credit Co-operative (SACCO),2010/01/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 01:55:08 PM,2015/05/29 02:12:19 PM,HOMA BAY,-0.42464,34.20691,11,Financial,Savings and Credit Co-operative (SACCO),2012/06/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/05/29 02:26:42 PM,2015/05/29 02:39:15 PM,KIRINYAGA,-0.55367,37.23961,6,Financial,Savings and Credit Co-operative (SACCO),2015/05/29,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 02:50:39 PM,2015/05/29 03:18:13 PM,KIRINYAGA,-0.66592,37.21027,4,Financial,Savings and Credit Co-operative (SACCO),2012/12/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Robbery
SACCO,2015/05/29 03:35:58 PM,2015/05/29 03:45:33 PM,KIRINYAGA,-0.46669,37.38816,6,Financial,Savings and Credit Co-operative (SACCO),2009/09/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 08:55:08 AM,2015/06/02 09:22:44 AM,KIRINYAGA,-0.56637,37.32564,6,Financial,Savings and Credit Co-operative (SACCO),2009/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 09:24:05 AM,2015/06/02 09:32:05 AM,KERICHO,-0.58042,35.19049,9,Financial,Savings and Credit Co-operative (SACCO),2008/03/31,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 09:48:54 AM,2015/06/02 10:17:57 AM,KAJIADO,-2.93063,37.50286,5,Financial,Savings and Credit Co-operative (SACCO),2010/05/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 09:32:55 AM,2015/06/02 10:54:51 AM,KAJIADO,-2.93036,37.50496,7,Financial,Savings and Credit Co-operative (SACCO),2012/06/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/02 10:58:26 AM,2015/06/02 11:28:50 AM,KIRINYAGA,-0.44726,37.34699,9,Financial,Savings and Credit Co-operative (SACCO),2008/06/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 12:45:40 PM,2015/06/02 12:48:29 PM,TANA RIVER,-2.27339,40.18272,6,Financial,Savings and Credit Co-operative (SACCO),1993/09/13,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 12:18:09 PM,2015/06/02 01:00:55 PM,KIRINYAGA,-0.43177,37.31084,5,Financial,Savings and Credit Co-operative (SACCO),2004/05/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/05/29 11:13:19 AM,2015/06/02 02:53:37 PM,MAKUENI,-0.93445,38.05598,8,Financial,Savings and Credit Co-operative (SACCO),2015/06/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/02 05:21:02 PM,2015/06/02 05:34:25 PM,SIAYA,-0.10181,34.27581,13,Financial,Savings and Credit Co-operative (SACCO),1999/11/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/02 05:49:44 PM,2015/06/02 05:53:06 PM,HOMA BAY,-0.42221,34.20636,11,Financial,Savings and Credit Co-operative (SACCO),2012/06/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/03 09:17:37 AM,2015/06/03 09:28:01 AM,BOMET,-0.96639,35.19195,13,Financial,Savings and Credit Co-operative (SACCO),2015/05/03,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/06/03 09:05:58 AM,2015/06/03 12:19:42 PM,KAJIADO,-2.92617,37.50837,4,Financial,Savings and Credit Co-operative (SACCO),2010/01/02,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/03 12:34:52 PM,2015/06/03 12:37:22 PM,LAIKIPIA,0.40039,37.16808,9,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,CBK,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,
SACCO,2015/06/03 12:26:16 PM,2015/06/03 12:37:34 PM,MIGORI,-1.23504,34.48328,9,Financial,Savings and Credit Co-operative (SACCO),2015/02/05,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,
SACCO,2015/06/03 02:47:03 PM,2015/06/03 02:58:52 PM,NAROK,-1.01359,35.10253,4,Financial,Savings and Credit Co-operative (SACCO),2015/01/02,Yes,SASRA,Yes,No,No,Yes,No,Yes,No,No,Yes,Robbery
SACCO,2015/06/03 01:17:44 PM,2015/06/03 03:51:26 PM,HOMA BAY,-0.41091,34.19764,9,Financial,Savings and Credit Co-operative (SACCO),2015/08/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/06/04 10:05:22 AM,2015/06/04 10:08:13 AM,TANA RIVER,-2.23409,40.17901,6,Financial,Savings and Credit Co-operative (SACCO),2006/05/15,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/04 11:28:57 AM,2015/06/04 11:34:11 AM,NANDI,0.20171,35.09513,5,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/04 11:52:50 AM,2015/06/04 12:29:14 PM,NANDI,0.20281,35.10305,12,Financial,Savings and Credit Co-operative (SACCO),1977/06/27,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Robbery
SACCO,2015/06/04 01:12:47 PM,2015/06/04 01:16:19 PM,HOMA BAY,-0.57416,34.37139,6,Financial,Savings and Credit Co-operative (SACCO),2008/02/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/04 01:03:00 PM,2015/06/04 01:18:42 PM,NANDI,0.20333,35.10511,12,Financial,Savings and Credit Co-operative (SACCO),2006/01/01,Yes,SASRA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fake Security Documents
SACCO,2015/06/04 02:21:45 PM,2015/06/04 02:49:14 PM,MIGORI,-1.18907,34.62354,6,Financial,Savings and Credit Co-operative (SACCO),1994/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/04 05:10:18 PM,2015/06/04 05:16:11 PM,SIAYA,-0.10142,34.27346,5,Financial,Savings and Credit Co-operative (SACCO),2015/01/10,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,
SACCO,2015/06/05 08:30:45 AM,2015/06/05 08:38:49 AM,NYANDARUA,-0.87837,36.56608,15,Financial,Savings and Credit Co-operative (SACCO),1993/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/06/05 08:47:32 AM,2015/06/05 08:55:12 AM,HOMA BAY,-0.42251,34.20752,15,Financial,Savings and Credit Co-operative (SACCO),2015/08/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/06/05 11:01:49 AM,2015/06/05 11:04:21 AM,KERICHO,-0.58236,35.19097,14,Financial,Savings and Credit Co-operative (SACCO),2013/04/01,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/05 11:03:53 AM,2015/06/05 11:33:51 AM,NAROK,-0.93505,35.03537,5,Financial,Savings and Credit Co-operative (SACCO),2000/01/10,Yes,SASRA,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,
SACCO,2015/06/05 11:27:05 AM,2015/06/05 11:37:28 AM,NYANDARUA,-0.54291,36.56467,9,Financial,Savings and Credit Co-operative (SACCO),2009/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/06/05 11:42:14 AM,2015/06/05 11:48:12 AM,NAROK,-0.93419,35.03559,9,Financial,Savings and Credit Co-operative (SACCO),1973/05/31,Yes,SASRA,Yes,No,No,Yes,No,No,No,No,No,
SACCO,2015/06/05 11:43:44 AM,2015/06/05 11:48:59 AM,NYANDARUA,-0.5453,36.56101,11,Financial,Savings and Credit Co-operative (SACCO),1990/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Counterfeit Money
SACCO,2015/06/05 12:11:34 PM,2015/06/05 12:20:55 PM,KAJIADO,-2.92492,37.51001,9,Financial,Savings and Credit Co-operative (SACCO),2015/02/03,Yes,SASRA,Yes,No,No,Yes,Yes,No,No,Yes,No,
SACCO,2015/06/05 01:38:41 PM,2015/06/05 01:49:54 PM,MACHAKOS,-1.46281,37.3183,11,Financial,Savings and Credit Co-operative (SACCO),2009/04/05,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Counterfeit Money
SACCO,2015/05/27 02:50:29 PM,2015/06/06 09:05:52 AM,NANDI,0.49923,35.02731,8,Financial,Savings and Credit Co-operative (SACCO),2014/06/11,Yes,SASRA,Yes,No,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/06 10:10:10 AM,2015/06/06 10:14:31 AM,KAJIADO,-2.92478,37.51027,12,Financial,Savings and Credit Co-operative (SACCO),2012/05/06,Yes,SASRA,Yes,Yes,Yes,Yes,No,No,No,No,No,
SACCO,2015/06/06 12:56:03 PM,2015/06/06 01:00:51 PM,NYANDARUA,-0.84042,36.54996,7,Financial,Savings and Credit Co-operative (SACCO),2011/05/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/06/06 02:14:34 PM,2015/06/06 02:23:57 PM,KAJIADO,-2.9279,37.5132,13,Financial,Savings and Credit Co-operative (SACCO),2013/05/05,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/06/03 07:17:43 AM,2015/06/06 05:01:06 PM,MAKUENI,-1.7819,37.62455,8,Financial,Savings and Credit Co-operative (SACCO),2012/05/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/08 08:36:29 AM,2015/06/08 08:40:32 AM,KERICHO,-0.63179,35.197,6,Financial,Savings and Credit Co-operative (SACCO),2012/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/06/08 09:12:35 AM,2015/06/08 09:21:39 AM,NYANDARUA,-0.3982,36.49333,7,Financial,Savings and Credit Co-operative (SACCO),2008/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/06/08 09:36:15 AM,2015/06/08 09:50:29 AM,NAROK,-1.01018,34.87918,9,Financial,Savings and Credit Co-operative (SACCO),2003/01/02,Yes,SASRA,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Members being dishonest with excess
SACCO,2015/06/08 10:21:55 AM,2015/06/08 10:31:04 AM,NAROK,-1.00966,34.87907,6,Financial,Savings and Credit Co-operative (SACCO),2000/01/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/08 11:05:09 AM,2015/06/08 11:10:05 AM,MAKUENI,-1.84863,37.42065,6,Financial,Savings and Credit Co-operative (SACCO),2012/08/07,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/08 12:35:34 PM,2015/06/08 12:41:53 PM,MAKUENI,-1.91338,37.73032,5,Financial,Savings and Credit Co-operative (SACCO),2012/11/08,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Counterfeit Money
SACCO,2015/06/08 12:47:49 PM,2015/06/08 12:54:26 PM,MAKUENI,-1.91336,37.73044,5,Financial,Savings and Credit Co-operative (SACCO),2012/11/08,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Counterfeit Money
SACCO,2015/06/08 01:15:29 PM,2015/06/08 01:47:15 PM,KERICHO,-0.16395,35.59035,9,Financial,Savings and Credit Co-operative (SACCO),2015/05/21,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/06/08 01:42:22 PM,2015/06/08 01:53:10 PM,NYANDARUA,-0.58797,36.4903,7,Financial,Savings and Credit Co-operative (SACCO),2010/06/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
